"coreid","gift_count","fys","first_fy","last_fy","act_yrs","unrestricted_count","unrestricted_percent","honmem_count","honmem_percent","event_count","vol_count","group_count","grad_yr","cons_giv_yrs","degree","major","dept","birth_year","birth_month","birth_day","post_direction","pre_direction","street_number","street_type","sub_addr","addr_flag1","addr_flag2","addr_flag3","addr_code1","addr_code2","addr_code3","addr_code4","addr_code5","median_income","annual_two","target"
133304,7,6,2007,2014,8,7,1,0,0,0,0,0,1999,2,4,13,4,1975,9,5,1,1,4305,2,1,1,1,1,21,2,74,2,51,70093,200,0
133309,8,8,1997,2014,18,4,0.5,0,0,0,0,1,1987,0,4,53,4,1960,10,3,3,1,2127,1,1,1,1,1,12,1,34,2,279,34774,100,1
133310,8,7,2001,2014,14,6,0.75,1,0.125,0,0,0,1997,0,4,10,4,1971,11,27,2,1,4702,4,1,1,1,1,14,2,15,2,22,74626,50,1
133352,20,14,1996,2014,19,6,0.3,0,0,2,0,2,1987,13,2,70,2,1964,7,21,1,1,505,4,1,1,1,1,5,2,61,1,57,63552,200,1
133376,7,7,2004,2012,9,7,1,0,0,0,0,0,2001,0,10,62,13,1972,9,19,1,1,3107,4,1,1,2,2,89,6,160,1,75,42031,50,0
133387,4,3,2011,2013,3,3,0.75,0,0,0,0,0,2000,4,4,74,6,1975,11,13,3,1,5051,1,1,1,1,1,72,1,117,2,516,39210,50,0
133390,4,4,1998,2013,16,3,0.75,0,0,0,1,0,1996,2,8,64,10,1961,3,29,1,1,331,3,1,1,2,2,3,1,257,1,315,74626,50,0
133418,24,19,1994,2014,21,14,0.583333,0,0,5,1,1,1985,12,2,65,2,1962,12,22,3,1,553,1,1,1,1,1,19,1,198,2,536,65260,1000,1
133456,1,1,2014,2014,1,1,1,0,0,0,1,0,2003,0,2,65,2,1973,1,1,4,1,3637,4,1,1,1,1,10,1,143,2,374,58814,20,0
133493,7,7,2005,2014,10,5,0.714286,0,0,0,0,0,1985,5,4,14,12,1962,5,1,1,1,1950,3,1,1,1,1,7,2,125,2,501,57859,50,0
133508,1,1,-1,-1,1,0,0,0,0,2,0,2,1994,0,3,3,6,1966,4,10,3,1,1741,1,1,1,2,2,15,1,100,2,416,65260,70,0
133510,5,5,1999,2014,16,4,0.8,0,0,0,0,0,1990,0,3,61,6,1965,6,17,3,1,9315,4,1,1,2,2,34,2,164,2,152,75616,100,0
133549,27,21,1991,2014,24,4,0.148148,0,0,0,0,1,1989,0,2,2,2,1967,5,8,1,1,4531,7,1,1,1,1,23,2,200,2,318,87835,100,0
133570,5,5,2008,2014,7,4,0.8,0,0,0,0,0,1990,3,3,43,12,1968,2,14,1,1,3192,4,1,1,2,2,15,1,44,2,927,63641,25,0
133591,2,2,2010,2014,5,2,1,0,0,0,0,0,1985,0,4,36,3,1964,8,19,5,1,663,3,1,1,2,3,59,1,260,2,639,45773,25,0
133592,5,4,1998,2014,17,0,0,0,0,0,0,3,2000,0,4,17,4,1966,1,21,2,1,7110,6,1,1,1,1,17,2,227,1,103,74626,75,0
133652,8,8,2000,2011,12,7,0.875,0,0,0,0,0,1987,15,2,65,2,1965,7,14,1,1,1441,3,1,1,2,3,13,1,119,2,417,31645,300,1
133653,17,12,-1,2014,2015,6,0.352941,0,0,10,0,5,2003,11,4,22,4,1981,4,29,4,1,1875,4,1,1,1,1,12,2,130,1,754,64696,600,0
133737,3,2,2009,2013,5,2,0.666667,0,0,0,0,1,2003,2,4,76,4,1980,1,1,1,1,4469,4,1,1,2,2,16,2,202,2,699,70507,150,0
133867,8,8,2007,2014,8,8,1,0,0,0,0,0,2001,8,2,40,2,1978,11,3,1,4,9248,3,1,1,2,2,5,2,151,2,482,47458,75,1
133910,1,1,2014,2014,1,1,1,0,0,0,0,0,1995,0,2,40,2,1970,7,31,1,1,1329,3,1,1,2,2,6,1,186,1,290,44834,25,0
133924,8,8,2004,2014,11,5,0.625,0,0,0,0,0,1991,4,4,69,4,1969,10,27,1,1,6815,4,1,1,2,2,16,2,164,2,150,46645,100,1
133926,4,4,1998,2014,17,0,0,0,0,4,0,0,1994,0,2,65,2,1971,6,26,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,300.02,0
133980,3,3,2005,2014,10,3,1,0,0,0,0,1,2002,0,4,48,12,1980,9,26,1,1,3847,1,1,1,1,3,8,1,78,1,472,73424,25,1
133996,8,7,2008,2014,7,8,1,0,0,0,0,4,2006,7,12,60,15,1983,9,19,1,1,2997,3,2,1,1,1,0,3,0,3,-1,35521,40,1
134014,1,1,2014,2014,1,1,1,0,0,0,0,0,2004,0,3,90,1,1979,2,19,1,5,518,1,1,1,2,3,23,1,110,2,188,40140,50,0
134059,2,2,2009,2014,6,2,1,0,0,1,0,0,2005,0,2,88,2,1979,6,28,2,1,731,3,1,1,1,1,25,1,81,1,311,32110,100,0
134069,11,7,2005,2014,10,1,0.0909091,0,0,23,5,1,2002,3,11,46,11,1981,4,16,2,1,2485,5,1,1,1,1,7,2,271,1,852,74626,2000,1
134153,22,11,1996,2014,19,5,0.227273,0,0,0,0,0,1995,10,3,12,12,1972,8,1,1,1,9721,4,1,1,1,1,4,2,142,2,214,56000,1812,1
134160,2,2,2011,2014,4,0,0,0,0,11,0,1,2002,4,4,93,12,1978,8,1,2,1,4294,4,1,1,2,3,97,2,183,2,942,56890,500,1
134170,4,4,2006,2014,9,2,0.5,0,0,0,0,1,2003,2,2,2,2,1981,8,18,1,1,23587,5,1,1,1,1,24,1,203,2,870,82344,200,1
134200,5,3,2007,2014,8,0,0,0,0,0,0,1,2002,0,3,29,6,1978,1,1,1,1,371,9,1,1,1,1,11,1,150,2,710,90114,20,1
134226,7,6,2004,2013,10,7,1,0,0,0,0,0,1999,4,2,65,2,1974,5,9,3,1,991,4,1,1,1,1,14,2,148,2,918,118761,40,0
134240,2,2,2013,2014,2,0,0,0,0,2,0,3,2004,2,2,65,2,1981,6,20,1,1,17525,9,1,1,2,2,76,1,123,2,257,45573,300,1
134287,8,7,2004,2014,11,6,0.75,0,0,0,0,0,1978,6,8,59,3,1940,6,8,1,1,1705,3,1,1,2,2,16,2,258,2,57,70507,200,1
134312,26,24,1989,2014,26,3,0.115385,0,0,0,0,0,1986,18,2,2,2,1946,7,9,1,1,21062,6,1,1,1,1,2,2,126,2,624,46217,25,1
134323,11,9,2005,2014,10,11,1,0,0,0,0,1,1993,0,3,3,6,1948,4,12,1,1,3025,5,1,1,2,3,2,2,38,2,250,70507,25,1
134334,15,13,1990,2014,25,8,0.533333,0,0,8,0,0,1988,7,8,64,10,1950,4,21,1,4,424,1,1,1,2,3,4,1,93,2,242,21397,100,1
134354,6,6,1995,2014,20,1,0.166667,0,0,0,0,0,1993,0,2,2,2,1946,10,7,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,30,0
134357,7,7,2001,2014,14,3,0.428571,0,0,15,0,4,1976,5,4,48,8,1947,11,28,1,1,280,4,1,1,2,2,23,1,208,2,805,47522,500,1
134358,38,21,1984,2014,31,2,0.0526316,1,0.0263158,61,6,0,1967,15,3,14,8,-1,-1,-1,1,1,2147,3,1,1,1,1,11,2,36,1,473,57859,3800,1
134361,53,26,1989,2014,26,23,0.433962,0,0,0,0,0,1986,26,8,36,10,1947,9,21,2,1,335,1,1,1,2,2,25,1,208,1,359,32110,175,1
134362,13,9,1984,2014,31,1,0.0769231,0,0,0,0,0,1981,7,4,17,8,-1,-1,-1,1,1,4962,4,1,1,2,2,9,1,204,2,624,45260,50,1
134366,10,8,2006,2014,9,10,1,0,0,0,0,0,1977,9,4,48,8,-1,-1,-1,1,1,5178,2,1,1,1,1,2,2,223,2,785,56798,100,1
134374,9,9,1995,2014,20,5,0.555556,0,0,0,1,0,1977,4,3,16,8,1946,6,10,1,1,1235,1,1,1,1,1,11,1,7,2,351,53249,150,1
134390,7,7,1996,2014,19,0,0,0,0,3,0,0,1980,0,4,48,8,-1,-1,-1,1,1,985,4,1,1,2,2,13,1,230,2,852,62077,50,1
134423,20,14,1997,2013,17,11,0.55,0,0,0,0,0,1983,8,4,53,9,1949,9,16,1,1,2160,10,1,1,2,2,13,2,165,2,600,55297,400,1
134446,28,27,1987,2014,28,8,0.285714,0,0,0,0,0,1982,28,2,2,2,1960,1,27,1,1,1830,1,1,1,1,1,8,1,14,2,307,53249,100,1
134460,15,14,1993,2014,22,13,0.866667,0,0,0,0,0,1975,12,4,34,9,-1,-1,-1,2,1,3570,1,1,1,2,3,96,1,188,2,702,56890,10,1
134493,12,12,1997,2014,18,7,0.583333,0,0,5,0,1,1994,2,8,64,10,1953,3,26,1,1,5448,9,1,1,2,3,42,1,116,2,488,39692,100,0
134542,11,11,1996,2014,19,7,0.636364,0,0,0,0,0,1991,0,7,40,2,1962,5,28,1,1,3434,3,1,1,2,2,11,2,282,1,340,65964,25,0
134579,4,4,1993,2012,20,1,0.25,0,0,0,0,0,1989,0,2,2,2,1954,3,15,1,1,1711,3,1,1,1,1,8,1,157,2,119,53249,50,0
134631,4,4,2006,2014,9,4,1,0,0,0,0,0,1995,1,7,28,2,1954,9,20,1,4,801,6,1,1,1,1,11,2,317,2,19,74788,25,0
134650,28,25,1989,2014,26,12,0.428571,0,0,3,0,2,1979,24,2,40,8,-1,-1,-1,1,1,780,3,1,1,2,2,7,1,29,2,801,66263,100,1
134662,13,13,1992,2014,23,6,0.461538,0,0,0,0,0,1979,0,4,23,8,-1,-1,-1,1,1,1026,6,1,1,1,1,0,3,0,3,-1,48333,75,0
134668,11,10,2005,2014,10,10,0.909091,0,0,0,0,0,2003,10,4,78,4,1962,7,4,9,1,201,3,2,1,1,1,14,1,171,2,544,32110,500,1
134745,17,17,1989,2014,26,1,0.0588235,0,0,6,0,1,1982,4,4,94,14,1960,9,15,1,1,69,4,1,1,1,1,20,1,350,1,691,55297,375,1
134755,1,1,2014,2014,1,0,0,1,1,0,0,0,2000,0,14,67,2,1960,8,3,2,1,4230,2,1,1,2,2,7,2,352,2,305,74626,100,0
134758,21,20,1993,2014,22,4,0.190476,0,0,1,0,0,1978,19,4,36,8,1956,2,29,1,1,1889,4,1,1,1,1,2,2,31,2,895,57859,50,0
134760,19,10,1995,2014,20,1,0.0526316,2,0.105263,0,0,1,1978,5,3,19,8,-1,-1,-1,1,1,229,4,1,1,1,1,26,2,224,2,-1,91301,250,1
134775,4,4,2010,2014,5,0,0,0,0,0,0,0,1979,6,3,24,8,-1,-1,-1,1,4,81,3,1,1,1,1,0,3,0,3,-1,47522,120.93,1
134794,6,5,2007,2014,8,6,1,0,0,0,0,0,1981,0,4,46,8,-1,-1,-1,2,1,5861,6,1,1,2,3,1,2,38,2,619,74626,150,0
134798,13,12,1994,2014,21,5,0.384615,1,0.0769231,0,0,1,1984,11,4,18,8,-1,-1,-1,1,1,11315,6,1,1,2,2,11,2,340,2,153,40341,70,1
134804,15,13,1990,2014,25,4,0.266667,0,0,5,2,1,1984,3,4,46,8,-1,-1,-1,1,2,7549,4,1,1,2,2,3,2,16,1,499,80434,50,1
134854,8,8,2004,2014,11,8,1,0,0,0,0,0,2001,0,8,36,10,1957,7,19,1,1,6310,9,1,1,2,2,10,2,248,2,107,41443,100,0
134932,30,23,1988,2014,27,4,0.133333,0,0,14,0,0,1982,7,4,48,8,1960,9,25,1,5,143,3,1,1,1,1,1,1,55,2,439,40189,300,1
134959,4,4,2000,2013,14,1,0.25,0,0,0,0,0,1992,2,4,19,12,1961,8,26,1,2,1088,4,1,1,2,2,47,1,352,2,883,54656,125,0
134979,8,8,1998,2013,16,6,0.75,0,0,0,0,1,1982,3,3,90,8,-1,-1,-1,1,5,1422,3,1,1,1,3,23,1,28,1,223,53868,75,1
135079,14,14,2000,2014,15,12,0.857143,0,0,0,0,0,1985,15,4,10,4,1962,4,4,1,1,5755,4,1,1,1,1,23,2,151,1,552,87835,50,1
135166,9,8,2007,2014,8,9,1,0,0,0,0,0,1986,8,4,43,12,1963,8,31,1,1,21782,6,1,1,2,2,1,2,298,1,822,48750,50,0
135213,14,13,1988,2014,27,5,0.357143,0,0,0,0,0,1985,9,4,12,8,1962,10,19,1,1,2612,7,1,1,1,1,18,4,3,2,127,0,300,1
135232,11,10,2005,2014,10,10,0.909091,0,0,10,0,7,2002,10,4,22,4,1979,3,12,6,1,5739,3,1,1,2,2,8,2,81,2,398,118761,250,1
135240,5,5,2006,2014,9,0,0,0,0,0,0,2,2003,0,4,13,1,1979,5,2,1,4,139,3,1,1,1,1,18,1,47,2,395,47522,50,0
135274,2,2,2004,2013,10,0,0,0,0,4,0,1,2002,8,4,74,6,1980,2,2,1,1,3330,4,1,1,1,1,8,2,148,1,308,70507,165.6,1
135293,1,1,2014,2014,1,0,0,1,1,2,0,0,1993,0,2,35,2,1968,2,12,1,1,5616,2,1,1,1,1,2,2,192,1,166,56798,120,0
135321,1,1,2005,2005,1,1,1,0,0,0,0,0,1991,0,2,40,2,1967,1,20,1,5,4920,6,1,1,1,1,3,2,174,1,205,51587,25,0
135354,8,8,1997,2014,18,5,0.625,0,0,2,0,5,1996,4,3,4,12,1973,11,23,1,2,1301,6,2,1,1,1,35,1,287,2,320,113683,150,1
135375,6,4,2000,2014,15,2,0.333333,0,0,1,0,3,1988,4,2,40,2,1965,9,9,1,1,4217,2,1,1,2,2,2,1,165,2,173,111391,1000,1
135380,8,7,2000,2014,15,2,0.25,0,0,2,0,1,1991,3,2,65,2,1968,12,8,1,1,12,1,1,1,2,2,30,1,61,2,120,85530,300,1
135390,2,2,2013,2014,2,0,0,0,0,0,0,0,2000,2,4,22,4,1978,1,31,1,1,13501,4,1,2,1,1,2,2,328,2,18,56000,500,1
135410,1,1,2013,2013,1,0,0,0,0,1,0,3,2002,8,4,16,12,1980,2,27,1,1,3330,4,1,1,1,1,8,2,148,1,308,70507,165.6,1
135416,2,2,2013,2014,2,2,1,0,0,0,0,0,1997,2,14,67,2,1966,3,1,1,2,6300,4,1,1,1,1,3,2,31,2,6,80434,20,0
135439,5,5,2005,2014,10,5,1,0,0,5,1,3,2001,0,2,40,2,1979,3,7,1,1,-1,11,3,2,1,1,0,3,0,3,-1,34565,360,1
135467,15,15,1990,2014,25,6,0.4,0,0,0,0,2,1989,4,11,46,11,1967,8,28,1,1,8602,4,1,1,1,1,8,2,138,2,28,57859,50,1
135472,8,8,2006,2014,9,0,0,0,0,1,0,0,2005,6,4,13,1,1982,9,7,1,1,2725,6,1,1,1,1,0,3,0,3,-1,55547,50,1
135508,17,7,-1,2014,2015,1,0.0588235,0,0,0,0,0,1995,6,4,17,4,1972,3,30,1,1,451,6,1,1,1,1,1,2,13,2,513,59688,200,1
135510,10,10,1999,2014,16,0,0,0,0,0,0,0,1990,9,2,35,2,1968,6,21,1,1,45420,5,1,1,2,3,9,1,29,2,200,52054,125,1
135572,8,8,2000,2014,15,7,0.875,0,0,0,0,3,1998,0,4,39,6,1976,6,3,1,1,11345,4,1,1,2,2,2,1,70,1,456,58498,50,0
135583,5,5,2006,2014,9,5,1,0,0,0,0,0,2001,2,18,84,4,1974,1,31,4,1,5412,4,1,1,2,3,55,2,174,1,124,58814,50,0
135595,7,6,2001,2014,14,6,0.857143,0,0,0,0,0,1992,0,4,39,6,1969,10,18,1,1,6509,6,1,1,1,1,1,2,104,2,94,44913,50,1
135665,31,10,1998,2014,17,4,0.129032,0,0,4,0,2,1992,6,2,40,2,1968,9,11,1,1,30190,4,1,1,1,1,33,1,229,2,902,66177,1500,1
135679,5,5,2004,2014,11,5,1,0,0,0,0,0,1996,2,2,2,2,1973,12,14,2,1,61,4,1,1,1,1,13,2,165,1,619,74626,20,1
135692,3,3,2012,2014,3,0,0,0,0,2,0,2,2004,3,4,48,5,1982,11,13,3,4,714,2,1,1,1,1,0,3,0,3,-1,118761,100,1
135774,3,3,-1,2009,2010,0,0,0,0,0,0,4,2002,0,4,22,4,1979,6,24,1,4,426,1,2,1,2,3,15,1,117,2,306,75885,100,0
135830,4,3,2012,2014,3,0,0,0,0,6,0,0,2004,3,11,46,11,1981,8,31,1,1,3419,3,1,1,2,3,3,2,39,2,197,61465,150,0
135833,6,5,2006,2014,9,6,1,0,0,0,0,0,2002,3,4,22,4,1972,6,16,1,5,4486,3,1,1,2,3,13,2,192,2,866,48913,25,0
135841,2,2,2004,2013,10,1,0.5,1,0.5,0,0,1,2001,2,4,56,4,1975,12,14,1,1,10593,4,1,1,2,2,9,2,357,2,936,64517,50,0
135857,7,6,2009,2014,6,7,1,0,0,0,0,0,1995,6,3,3,6,1971,4,22,1,1,5283,1,1,1,1,1,1,1,2,2,830,70507,100,1
135874,2,2,2006,2014,9,2,1,0,0,0,0,0,2005,0,2,65,2,1981,9,8,5,1,238,1,1,1,1,1,29,1,17,2,389,40808,50,0
135878,1,1,2014,2014,1,1,1,0,0,0,0,1,1993,0,2,65,2,1970,7,1,1,1,11093,8,1,1,1,1,0,3,0,3,-1,57622,100,0
135885,12,10,2003,2013,11,9,0.75,0,0,1,0,2,2000,4,3,32,12,1977,7,30,1,1,36540,6,2,1,2,2,12,1,59,2,26,52214,100,0
135985,6,6,2001,2013,13,0,0,0,0,0,0,0,1999,6,3,68,6,1977,4,2,3,1,1114,4,1,1,1,1,6,2,253,2,990,65260,200,1
135989,2,2,2005,2014,10,2,1,0,0,0,0,0,2007,0,2,40,2,1977,6,27,1,1,2866,2,1,1,2,3,10,2,289,1,663,70507,25,0
136033,1,1,2004,2004,1,0,0,0,0,0,0,1,2002,0,4,19,12,1980,5,21,1,1,-1,11,3,2,1,1,6,2,119,2,427,56000,40,1
136140,2,2,2005,2014,10,1,0.5,0,0,0,0,1,2003,0,4,69,4,1980,11,17,1,1,2912,12,1,1,1,1,5,2,347,1,123,66161,50,1
136189,13,9,1999,2014,16,10,0.769231,0,0,0,0,0,1997,0,8,36,10,1944,5,18,1,1,15245,1,1,1,2,2,2,2,201,1,453,57262,100,0
136199,33,27,1987,2014,28,14,0.424242,0,0,7,0,0,1985,25,2,2,2,1945,8,23,3,1,8636,1,1,1,1,1,4,2,252,2,364,80434,1000,1
136237,21,17,1994,2013,20,12,0.571429,0,0,0,0,0,1979,11,2,65,8,-1,-1,-1,3,1,6619,4,1,1,2,3,6,2,134,2,199,80434,150,1
136245,24,19,1991,2014,24,16,0.666667,0,0,0,0,0,1981,2,10,95,8,-1,-1,-1,1,5,7731,4,1,1,1,1,5,1,24,2,319,49111,50,0
136273,16,13,2002,2014,13,15,0.9375,0,0,0,0,0,1982,13,4,48,8,-1,-1,-1,1,2,535,6,1,1,1,1,3,2,104,2,353,40189,100,1
136278,9,9,2003,2014,12,9,1,0,0,0,0,0,2002,0,4,48,12,1955,3,8,1,2,474,6,1,1,1,1,3,2,68,1,748,40189,50,1
136280,1,1,2014,2014,1,0,0,0,0,0,0,0,1992,0,12,60,4,1959,8,10,1,1,17637,4,1,1,1,1,4,2,237,1,370,57262,50,1
136285,12,10,1994,2014,21,5,0.416667,0,0,9,0,1,1981,1,4,55,8,-1,-1,-1,4,1,5314,5,1,1,2,3,56,2,163,2,147,58814,1000,1
136348,9,5,1994,2013,20,7,0.777778,0,0,0,0,0,1991,4,3,80,6,1951,2,4,1,1,1015,4,1,1,2,2,47,1,266,2,155,54656,75,1
136351,10,8,2003,2014,12,8,0.8,0,0,18,0,0,1971,3,4,10,8,-1,-1,-1,3,1,7652,3,1,1,1,1,1,2,233,1,522,67412,500,1
136356,16,13,1983,2011,29,3,0.1875,0,0,0,0,0,1981,0,2,2,2,1953,4,2,2,1,2475,3,1,1,1,1,25,1,41,2,754,65260,100,0
136428,1,1,2013,2013,1,0,0,0,0,0,0,0,1985,2,4,46,3,-1,-1,-1,1,1,13252,4,1,1,1,1,2,2,307,2,523,56000,15,1
136431,4,4,2007,2014,8,1,0.25,0,0,7,0,1,1977,2,4,13,8,-1,-1,-1,1,1,25390,2,1,1,2,2,35,1,194,2,907,40289,50,1
136445,12,10,2004,2014,11,0,0,0,0,1,0,0,1980,11,2,2,2,-1,-1,-1,1,1,66,9,1,1,1,1,92,1,88,1,666,39210,300,1
136465,1,1,2005,2005,1,1,1,0,0,0,0,1,1991,0,2,65,2,1969,8,21,1,1,3698,3,1,1,1,1,13,2,254,2,981,63241,25,0
136475,13,9,2000,2014,15,5,0.384615,0,0,0,0,0,1999,4,2,40,2,1977,4,10,1,1,171,6,1,1,1,1,1,2,466,2,717,46827,130,0
136544,4,4,2006,2014,9,4,1,0,0,0,0,0,1979,0,4,36,8,-1,-1,-1,1,1,182,4,1,1,2,2,1,2,474,2,826,70611,75,0
136548,3,3,2011,2014,4,3,1,0,0,0,0,0,1990,0,2,65,2,1967,7,28,2,1,7245,4,1,1,1,1,6,2,133,2,459,76550,100,0
136600,9,6,2005,2014,10,9,1,0,0,0,0,0,2003,3,2,40,2,1957,7,1,2,1,186,1,1,1,1,1,8,2,122,1,861,118761,25,0
136615,25,16,1991,2014,24,9,0.36,0,0,1,0,0,1983,8,4,27,9,-1,-1,-1,1,1,2095,3,1,1,1,1,12,2,235,2,957,65964,300,1
136639,16,10,1997,2014,18,0,0,0,0,0,0,2,1993,2,4,13,4,1970,2,12,1,3,1569,4,1,1,2,2,2,2,99,2,698,66161,175,1
136641,14,8,2006,2014,9,9,0.642857,0,0,94,10,0,1999,9,11,57,11,1959,4,20,5,1,1908,3,1,1,2,3,58,1,170,1,80,40808,1380,1
136660,1,1,2005,2005,1,0,0,0,0,1,0,0,2001,0,2,65,2,1960,6,14,1,1,825,3,1,1,2,3,17,1,81,1,257,31645,20,0
136710,18,13,1999,2014,16,16,0.888889,0,0,0,0,0,1980,16,4,14,8,-1,-1,-1,1,1,1415,4,1,1,2,2,1,2,483,1,156,46777,80,0
136730,18,16,1995,2014,20,8,0.444444,0,0,0,0,0,1983,9,4,46,8,-1,-1,-1,1,1,4782,4,1,1,2,3,86,1,171,2,821,113574,200,1
136746,10,9,2001,2014,14,8,0.8,0,0,1,0,0,1992,3,3,12,12,1961,10,18,1,1,1477,4,1,1,1,1,13,2,201,2,774,70507,50,0
136785,7,6,2000,2014,15,6,0.857143,0,0,0,0,0,1990,0,2,40,2,1968,1,30,1,1,16901,1,1,1,1,1,2,2,86,1,18,46827,50,1
136898,6,6,2003,2014,12,2,0.333333,0,0,1,0,0,1992,0,4,10,4,1970,4,20,2,1,2194,4,1,1,1,1,97,2,222,1,949,56890,125,1
136954,3,3,-1,2012,2013,0,0,0,0,0,0,0,2003,0,4,19,12,1977,9,17,5,1,1863,4,1,1,1,3,94,1,144,1,637,40808,715,1
136960,7,7,1995,2014,20,5,0.714286,0,0,2,0,0,1993,0,4,13,4,1965,3,23,2,1,8821,4,1,1,1,1,19,2,282,2,217,74626,25,1
136967,1,1,2014,2014,1,1,1,0,0,0,0,3,2001,0,4,48,12,1978,2,1,1,1,345,7,1,1,2,3,3,4,1,2,457,61908,100,1
136997,12,11,1999,2014,16,11,0.916667,0,0,0,0,0,1984,10,4,4,8,-1,-1,-1,1,1,611,7,1,1,1,1,40,1,21,1,117,97158,500,1
137015,2,2,2005,2014,10,0,0,1,0.5,0,0,0,1999,0,4,22,4,1978,10,3,1,4,5539,1,1,1,2,2,1,2,496,2,399,51576,20,0
137122,2,1,2014,2014,1,2,1,0,0,0,0,1,2003,0,4,22,4,1978,7,5,1,1,1516,1,1,1,1,1,0,3,0,3,-1,91782,100,0
137155,4,4,-1,2014,2015,0,0,0,0,0,0,1,1993,0,4,13,4,1970,7,3,1,1,9636,2,1,2,1,1,51,6,336,2,367,52054,100,0
137163,10,10,1992,2014,23,2,0.2,0,0,0,0,2,1987,0,19,27,6,1965,6,18,1,2,15299,4,1,1,1,1,2,2,342,2,995,57262,50,0
137171,2,2,2013,2014,2,2,1,0,0,0,0,0,2000,2,7,28,2,1967,9,5,1,1,1417,4,1,1,1,1,48,2,163,2,171,95155,50,1
137301,1,1,2014,2014,1,1,1,0,0,0,0,1,2002,0,4,69,4,1980,11,3,1,1,15513,4,1,1,2,2,190,2,376,2,138,91989,100,1
137367,6,5,2010,2014,5,1,0.166667,0,0,0,0,1,1997,5,4,23,4,1975,4,17,1,1,3542,4,1,1,1,3,11,1,147,2,428,73424,2000,1
137378,8,8,1999,2014,16,7,0.875,0,0,10,1,5,1995,16,2,40,2,1973,9,5,1,1,11029,1,1,1,2,2,1,2,186,1,294,43889,1300,1
137391,2,2,2012,2014,3,2,1,0,0,1,0,6,1994,0,3,16,12,1971,2,7,1,1,2301,3,2,1,1,1,0,3,0,3,-1,43003,100,1
137393,2,2,2001,2014,14,1,0.5,0,0,0,0,0,1991,0,2,65,2,1968,12,2,4,1,3637,4,1,1,1,1,10,1,143,2,374,58814,20,0
137399,3,3,2009,2014,6,2,0.666667,0,0,3,0,1,1998,2,19,27,6,1973,9,5,4,1,1885,3,1,1,1,1,11,2,160,2,850,44291,200,0
137408,7,5,2007,2014,8,6,0.857143,0,0,1,0,1,2000,0,7,28,2,1967,11,16,1,1,8915,3,1,1,1,1,0,3,0,3,-1,64517,20,1
137425,5,4,2002,2014,13,1,0.2,0,0,0,0,1,2002,2,2,65,2,1979,1,3,1,1,7385,1,1,1,2,3,1,2,378,2,851,57859,300,1
137431,3,3,2007,2010,4,3,1,0,0,0,0,0,1999,0,8,64,10,1970,2,22,1,5,105,4,1,1,1,1,5,1,114,2,58,46777,25,0
137508,23,22,1992,2014,23,0,0,0,0,0,0,3,1993,9,4,16,12,1971,9,23,1,1,6339,4,1,1,1,1,0,3,0,3,-1,70507,100,1
137594,13,10,2002,2014,13,7,0.538462,0,0,11,1,6,1998,6,3,90,6,1973,4,8,5,1,1706,4,1,1,1,1,30,1,34,2,65,54488,5000,1
137628,1,1,2014,2014,1,0,0,0,0,0,0,3,1999,0,4,22,4,1977,11,14,1,1,558,3,1,1,1,1,21,2,25,1,588,47522,100,0
137742,5,5,1998,2008,11,4,0.8,0,0,0,0,8,1995,0,4,26,2,1972,8,30,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,55,0
137748,25,25,1988,2014,27,12,0.48,0,0,3,0,0,1985,19,7,65,2,1953,6,19,3,1,7280,4,1,1,2,2,2,2,69,2,803,80434,1000,1
137788,10,7,2002,2014,13,0,0,0,0,2,0,2,2002,2,4,13,4,1979,4,4,1,1,1110,1,1,1,1,1,30,1,79,1,104,68422,100,0
137957,24,21,1993,2014,22,15,0.625,0,0,0,0,0,1985,20,7,40,2,1951,1,16,3,1,540,22,1,1,2,2,79,1,222,2,408,32110,250,1
138003,72,23,1985,2014,30,17,0.236111,0,0,41,4,1,1979,12,4,27,9,-1,-1,-1,1,4,5231,1,1,1,1,1,14,2,410,1,313,64710,1350,1
138060,3,2,2009,2014,6,3,1,0,0,0,0,0,1977,0,8,59,3,1936,1,-1,5,1,1239,4,1,1,2,2,98,1,125,1,393,40808,50,1
138069,3,3,2007,2012,6,0,0,0,0,2,0,0,1998,4,4,20,6,1974,9,10,1,1,702,2,1,1,1,1,0,5,0,3,-1,70122,40.42,0
138103,51,22,1992,2014,23,13,0.254902,0,0,2,0,0,1990,14,4,1,6,1946,4,15,1,4,17,3,4,1,2,3,5,1,162,2,501,47522,75,1
138117,8,8,2007,2014,8,0,0,0,0,0,0,1,1993,8,1,83,4,1955,9,7,1,1,110,26,1,1,1,1,13,2,122,1,100,97612,200,1
138122,2,2,2008,2014,7,1,0.5,1,0.5,0,0,0,1995,0,2,35,2,1966,1,1,1,1,1084,4,1,1,1,1,13,1,323,2,842,58095,25,1
138128,1,1,2014,2014,1,1,1,0,0,4,3,1,1997,0,4,16,12,1972,1,17,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,10,0
138138,11,10,2000,2014,15,2,0.181818,0,0,0,0,0,1979,7,20,92,3,-1,-1,-1,3,1,2604,6,1,1,1,1,20,1,38,2,42,67412,500,1
